46,118,2714
92,90,4140
87,44,1914
39,154,3003
22,38,418
61,190,5795
61,176,5368
43,142,3053
74,100,3700
60,94,2820
40,86,1720
14,148,1036
12,130,780
87,54,2349
70,180,6300
100,112,5600
60,26,780
3,200,300
100,130,6500
3,144,216
100,22,1100
92,16,736
97,108,5238
30,122,1830
93,98,4557
41,140,2870
63,124,3906
55,138,3795
65,158,5135
9,4,18
86,112,4816
44,118,2596
16,82,656
56,166,4648
16,100,800
95,18,855
22,196,2156
10,156,780
52,90,2340
73,110,4015
74,160,5920
59,36,1062
89,76,3382
46,90,2070
23,108,1242
15,60,450
45,160,3600
62,140,4340
90,82,3690
63,104,3276
42,196,4116
40,34,680
25,50,625
38,16,304
61,152,4636
59,46,1357
90,42,1890
65,60,1950
32,14,224
39,8,156
62,164,5084
8,80,320
35,196,3430
10,12,60
33,144,2376
8,182,728
76,114,4332
40,82,1640
84,170,7140
11,176,968
8,36,144
54,188,5076
75,80,3000
14,82,574
98,186,9114
17,160,1360
31,198,3069
90,192,8640
59,60,1770
97,58,2813
92,114,5244
92,86,3956
20,156,1560
78,68,2652
92,190,8740
83,14,581
97,60,2910
95,176,8360
31,154,2387
100,40,2000
70,76,2660
30,66,990
62,192,5952
27,112,1512
59,72,2124
63,52,1638
30,168,2520
54,62,1674
34,146,2482
68,94,3196
83,136,5644
26,122,1586
80,82,3280
31,124,1922
69,6,207
63,12,378
38,26,494
21,16,168
92,174,8004
95,14,665
35,126,2205
3,192,288
61,22,671
83,30,1245
70,26,910
48,116,2784
93,76,3534
12,10,60
24,4,48
27,78,1053
89,116,5162
71,194,6887
48,116,2784
7,44,154
78,124,4836
21,200,2100
20,186,1860
38,80,1520
100,20,1000
27,12,162
76,44,1672
62,184,5704
93,182,8463
69,88,3036
23,30,345
68,154,5236
27,188,2538
43,184,3956
78,122,4758
58,32,928
5,76,190
67,16,536
31,16,248
53,12,318
48,82,1968
17,16,136
99,132,6534
88,82,3608
82,88,3608
2,54,54
28,124,1736
30,136,2040
1,22,11
24,36,432
76,106,4028
46,154,3542
21,94,987
49,14,343
91,84,3822
89,146,6497
85,166,7055
18,170,1530
81,50,2025
60,6,180
65,164,5330
84,26,1092
83,192,7968
4,196,392
43,86,1849
88,84,3696
35,32,560
37,116,2146
60,108,3240
48,132,3168
71,126,4473
76,134,5092
62,80,2480
26,126,1638
79,182,7189
20,166,1660
99,36,1782
75,44,1650
62,40,1240
48,154,3696
87,128,5568
99,60,2970
7,116,406
49,156,3822
8,188,752
43,192,4128
55,60,1650
63,12,378
20,198,1980
44,166,3652
83,52,2158
78,106,4134
43,60,1290
6,92,276
68,184,6256
42,108,2268
20,64,640
73,140,5110
4,146,292
92,40,1840
28,4,56
15,154,1155
54,26,702
20,84,840
88,60,2640
54,50,1350
90,124,5580
46,120,2760
98,138,6762
11,158,869
22,46,506
14,54,378
53,170,4505
92,94,4324
13,16,104
79,28,1106
63,170,5355
87,186,8091
53,66,1749
40,104,2080
97,172,8342
86,174,7482
19,120,1140
94,106,4982
18,138,1242
63,4,126
60,184,5520
25,148,1850
13,116,754
41,18,369
50,60,1500
67,124,4154
63,92,2898
59,98,2891
35,186,3255
8,178,712
31,186,2883
67,188,6298
42,172,3612
83,34,1411
93,176,8184
30,28,420
68,196,6664
87,140,6090
4,116,232
41,188,3854
63,64,2016
64,162,5184
88,94,4136
36,46,828
16,176,1408
50,30,750
40,128,2560
33,182,3003
36,182,3276
97,178,8633
22,24,264
43,174,3741
79,62,2449
57,44,1254
18,152,1368
31,24,372
64,24,768
99,182,9009
76,42,1596
6,42,126
39,164,3198
12,114,684
27,42,567
65,90,2925
17,94,799
15,30,225
52,24,624
36,122,2196
36,176,3168
25,192,2400
87,4,174
9,100,450
24,66,792
98,108,5292
53,174,4611
84,116,4872
2,84,84
72,160,5760
69,18,621
56,150,4200
53,42,1113
1,178,89
27,42,567
61,112,3416
65,118,3835
49,198,4851
36,30,540
69,150,5175
27,76,1026
56,186,5208
100,118,5900
55,2,55
5,2,5
66,36,1188
85,74,3145
58,150,4350
95,184,8740
52,156,4056
66,70,2310
90,144,6480
63,176,5544
4,88,176
62,98,3038
57,156,4446
4,14,28
64,184,5888
87,106,4611
93,166,7719
68,72,2448
18,26,234
92,200,9200
24,36,432
49,58,1421
78,84,3276
8,56,224
36,76,1368
14,120,840
39,172,3354
82,72,2952
36,148,2664
19,182,1729
98,72,3528
98,50,2450
31,106,1643
78,12,468
32,128,2048
96,100,4800
81,138,5589
41,66,1353
76,94,3572
27,128,1728
51,182,4641
40,64,1280
60,70,2100
27,100,1350
100,170,8500
90,6,270
71,140,4970
38,26,494
90,6,270
75,184,6900
9,138,621
83,22,913
4,194,388
29,74,1073
20,192,1920
19,18,171
40,192,3840
97,172,8342
95,22,1045
4,74,148
91,46,2093
30,50,750
60,144,4320
73,72,2628
40,42,840
94,66,3102
38,194,3686
44,196,4312
92,194,8924
49,180,4410
54,188,5076
50,6,150
82,136,5576
47,110,2585
62,140,4340
50,124,3100
43,194,4171
43,76,1634
91,20,910
19,32,304
45,72,1620
34,198,3366
64,138,4416
74,46,1702
40,28,560
15,122,915
64,108,3456
74,46,1702
30,124,1860
80,182,7280
82,106,4346
66,188,6204
12,170,1020
38,138,2622
89,4,178
9,180,810
47,50,1175
77,126,4851
85,178,7565
61,154,4697
4,126,252
5,172,430
27,98,1323
32,30,480
79,70,2765
67,200,6700
53,80,2120
52,106,2756
95,130,6175
71,188,6674
64,112,3584
54,128,3456
64,152,4864
61,120,3660
41,6,123
55,54,1485
47,162,3807
89,120,5340
84,124,5208
91,200,9100
7,102,357
94,106,4982
60,118,3540
85,194,8245
89,142,6319
35,108,1890
91,24,1092
21,20,210
62,52,1612
56,8,224
93,68,3162
48,174,4176
65,186,6045
82,58,2378
41,102,2091
13,70,455
38,142,2698
42,150,3150
7,112,392
64,176,5632
13,96,624
40,172,3440
46,40,920
77,188,7238
41,112,2296
7,24,84
58,24,696
10,108,540
93,52,2418
75,36,1350
61,114,3477
52,124,3224
38,60,1140
96,4,192
45,56,1260
98,184,9016
9,12,54
82,198,8118
1,22,11
79,68,2686
10,72,360
71,182,6461
80,34,1360
53,12,318
73,172,6278
5,182,455
62,50,1550
14,94,658
56,58,1624
45,72,1620
51,128,3264
24,106,1272
27,32,432
86,150,6450
26,72,936
56,170,4760
1,100,50
